Keyword,Tweet Text,Translated Text
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"10 elektrische #deelfietsen! 🚲Sinds deze week kun je een #elektrische deelfiets gebruiken in Bunnik en Odijk, maar ook van en naar Utrecht. De #gemeente is namelijk een pilot van een halfjaar aangegaan met @tier_mobility. Meer weten? ⤵ https://t.co/C9h8yTnT8D","10 electric #share bikes! 🚲Since this week you can use an #electric shared bike in Bunnik and Odijk, but also to and from Utrecht. The #municipality has entered into a six-month pilot with @tier_mobility. Knowing more? ⤵ https://t.co/C9h8yTnT8D"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Hoe denk jij over deelvervoer? Vul hier onze korte vragenlijst in! https://t.co/0zQVVyuZZL,What do you think about shared transport? Complete our short questionnaire here! https://t.co/0zQVVyuZZL
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Hoe denk jij over deelvervoer? Vul hier onze korte vragenlijst in! https://t.co/TLSYTxNxlb,What do you think about shared transport? Complete our short questionnaire here! https://t.co/TLSYTxNxlb
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Lezing 'Groener reizen nu en straks'. Zou jij ook ‘groener’ willen reizen? Interesse in een deelauto? Meer weten over smart grids? Dinsdag 31 oktober van 19.30-21.00, MEC Maarssen. Kosten: gratis. Aanmelden: https://t.co/oGAm6AV7Jh

#nationaleklimaatweek #nkw2023 #duurzamevecht https://t.co/3HxNY01BPx","Lecture 'Greener travel now and in the future'. Would you also like to travel 'greener'? Interested in a shared car? Want to know more about smart grids? Tuesday, October 31 from 7:30 PM to 9:00 PM, MEC Maarssen. Cost: free. Register: https://t.co/oGAm6AV7Jh

#nationalclimateweek #nkw2023 #sustainablefight https://t.co/3HxNY01BPx"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Over een efficiënt ‘Mobility As A Service’ systeem gesproken: op de topdag werd elke Velo deelfiets in Antwerpen gemiddeld meer dan 7 keer gebruikt. En door het feit dat ze stationbased zijn gaat het niet om ‘’strooifietsen’. Koesteren die ‘velokes’ @Koen_Kennis!,"Speaking of an efficient 'Mobility As A Service' system: on the peak day, each Velo shared bicycle in Antwerp was used more than 7 times on average. And due to the fact that they are station-based, they are not 'sprinkler bikes'. Cherish those 'velokes' @Koen_Kennis!"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"🏆 Onlangs sneuvelden enkele records bij #Velo:

🚲 September was de succesvolste maand met 640 438 ritten
🚲 56 365 fietsers vestigden dit record
🚲 Het dagrecord op 5 oktober telt 29 224 ritten
🚲 Na Parijs en Bordeaux is #antwerpen  de meest succesvolle stad voor deelfietsen https://t.co/GoYFG7YJqz","🏆 Recently, some records were broken at #Velo:

🚲 September was the most successful month with 640,438 rides
🚲 56,365 cyclists set this record
🚲 The daily record on October 5 has 29,224 journeys
🚲 After Paris and Bordeaux, #Antwerp is the most successful city for bike sharing https://t.co/GoYFG7YJqz"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@bewogenburger Op hun site lees je dat het de dorpen van voormalige gemeente Loppersum betreft.

Dat zijn bij lange na niet alle dorpen van Eemsdelta.

Daarnaast heeft Delfzijl zowel als Appingedam geen enkele deelauto.

(Dat was het punt dat ik wilde maken)","@bewogenburger On their site you can read that it concerns the villages of the former municipality of Loppersum.

These are by no means all the villages of Eemsdelta.

In addition, Delfzijl and Appingedam do not have any shared cars.

(That was the point I wanted to make)"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,In alle dorpen van de gemeente Eemsdelta staan deelauto's. Via https://t.co/0mIuqKGAfU,There are shared cars in all villages in the municipality of Eemsdelta. Via https://t.co/0mIuqKGAfU
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Autodelen_info @gemeenteWveen @Greenwheels @DeelSlee In Loppersum (2600 inwoners) staan 3 deelauto’s.

In Appingedam (11.000 inwoners) en Delfzijl (15.000 inwoners) staat geen enkele deelauto. 

In elk geval staat er geen enkele @Greenwheels 

@Eemsdelta heeft nog wel stappen te zetten.","@Autodelen_info @gemeenteWveen @Greenwheels @DeelSlee There are 3 shared cars in Loppersum (2600 inhabitants).

There are no shared cars in Appingedam (11,000 inhabitants) and Delfzijl (15,000 inhabitants).

In any case, there isn't a single @Greenwheels

@Eemsdelta still has steps to take."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@dh_tour Pas bij een deelscooter, ben milieu technisch inclusief!","@dh_tour Only with a shared scooter, be environmentally inclusive!"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@widtvoet Terwijl je je branddrof auto verkocht en zocht naar een electrische deelauto toch?,"@widtvoet While you sold your Branddrof car and looked for an electric shared car, right?"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@AmmerlaanJoris Ik heb ook al 20 jaar geen eigen auto meer. En 99% van de tijd red ik me prima. Maar grote planten of een kastje bij Ikea, daar heb ik toch echt een auto voor nodig. Dat kan prima met deze deelauto.",@AmmerlaanJoris I haven't had my own car for 20 years either. And 99% of the time I'm fine. But I really need a car for large plants or a cupboard at Ikea. That is possible with this shared car.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@NMU_ gezien? Autodelen is ook dit jaar flink gegroeid in Utrecht. Op de afbeeldingen: aantal deelauto's per 100.000 inwoners en aandeel elektrische deelauto's per gemeente  https://t.co/5zH7JRuGV1 https://t.co/0Hrmp05hnj,"@NMU_ seen? Car sharing has also grown considerably in Utrecht this year. In the images: number of shared cars per 100,000 inhabitants and share of electric shared cars per municipality https://t.co/5zH7JRuGV1 https://t.co/0Hrmp05hnj"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Hoi, benieuwd naar je eerste rit in een deelauto? Ik rij met de auto's van MyWheels. Handig, voordelig en lekker duurzaam! Wil jij ook samen impact maken? Boek een eerste rit, dan ontvangen we beide €25 korting -- https://t.co/fiirbmmLKu https://t.co/fiirbmmLKu","Hi, curious about your first ride in a shared car? I drive MyWheels cars. Handy, affordable and wonderfully sustainable! Do you also want to make an impact together? Book a first ride and we will both receive a €25 discount -- https://t.co/fiirbmmLKu https://t.co/fiirbmmLKu"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Let op waar je je fiets zet, want straks struikelt er een blind iemand over

Er wordt te vaak een fiets, deelscooter, reclamebord of tas op de geleidelijn voor blinde en slechtziende mensen 'gepleurd', vindt Karin Hoefmans van de Oogvereniging Noord-...
https://t.co/8tAew1qDPz","Watch where you put your bike, because a blind person will soon trip over it

Too often, a bicycle, shared scooter, billboard or bag is 'left' on the guideline for blind and visually impaired people, says Karin Hoefmans of the Eye Association North...
https://t.co/8tAew1qDPz"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@iriedaily94 @QueenYasmine155 Dus, dan moet je met je deel-auto door parken gaan scheuren om op je werk te komen ??  Wat een quatsch van die idioot, net of je met leen- of deelauto's meteen ook geen wegen meer hoeft. Kan deze stupido ook per direkt het veld ruimen ? @minpres, verlos ons van deze zot !!!","@iriedaily94 @QueenYasmine155 So, then you have to drive through parks in your shared car to get to work?? What a nonsense of that idiot, as if you no longer have to use roads with loan or shared cars. Can this stupido also be removed from the field immediately? @minpres, save us from this fool!!!"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"""Pech op pech op pech..stoepje geraakt, helm viel af en met haar hoofd tegen de stalen voet van dit bankje gekomen. Ze wilde een uber die zaterdagnacht na t stappen, maar die kwam maar niet, het was slecht weer en toen zo'n deelscooter toch maar gepakt"", zegt vriendin Myrthe. https://t.co/rkgD6kAaih","""Bad luck after bad luck... hit a sidewalk, helmet fell off and her head hit the steel base of this bench. She wanted an Uber that Saturday night after going out, but it never came, the weather was bad and then so I decided to grab a shared scooter,"" says friend Myrthe. https://t.co/rkgD6kAaih"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Nutwerk Hi, je kunt via het volgende linkje een aanvraag doen voor een deelauto!

https://t.co/XGnT7bF1Rt

^Hayrettin","@Nutwerk Hi, you can request a shared car via the following link!

https://t.co/XGnT7bF1Rt

^Hayrettin"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Greenwheels Meer elektrische deelauto's? b.v. ook in #Alkmaar?,@Greenwheels More electric shared cars? e.g. also in #Alkmaar?
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@gerard1740 @Greenwheels @DeelSlee @Eemsdelta In een aantal kernen staan naast Deelslee ook deelauto's via @SnappCar. Het aanbod op Snappcar is afhankelijk van autobezitters die hun auto er op zetten - dit aanbod kan regelmatig veranderen.,"@gerard1740 @Greenwheels @DeelSlee @Eemsdelta In a number of towns, in addition to Deelslee, there are also shared cars via @SnappCar. The offer on Snappcar is dependent on car owners putting their car on it - this offer can change regularly."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,De bloemenzee groeit op dit bankje op de Blaak #rotterdam 'We gaan je missen Rosella' staat er op een kaartje. Zaterdagnacht knalde Rosella (24) met een deelscooter frontaal tegen dit bankje aan en overleed in t ziekenhuis aan haar verwondingen. @RTV_Rijnmond https://t.co/LgUzERmKRi,"The sea of ​​flowers grows on this bench on the Blaak #rotterdam 'We are going to miss you Rosella' is written on a card. On Saturday night, Rosella (24) crashed head-on into this bench with a shared scooter and died in hospital from her injuries. @RTV_Rijnmond https://t.co/LgUzERmKRi"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Deelscooters, -fietsen, -bakfietsen. Je kunt niet meer om het #Deelvervoer heen. Om te voorkomen dat ze op straat rondslingeren, zijn er in Rotterdam verschillende deelvervoerhubs. Snel en makkelijk je deelvervoer pakken en parkeren? Lees meer op: https://t.co/C2BJigapKz https://t.co/JSIUByDMGv","Shared scooters, bicycles, cargo bikes. You can no longer ignore #Sharedtransport. To prevent them from lying around on the street, there are several shared transport hubs in Rotterdam. Want to grab and park your shared transport quickly and easily? Read more at: https://t.co/C2BJigapKz https://t.co/JSIUByDMGv"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Autodelen_info @gemeenteWveen @Greenwheels @DeelSlee In Loppersum (2600 inwoners) staan 3 deelauto’s.

In Appingedam (11.000 inwoners) en Delfzijl (15.000 inwoners) staat geen enkele deelauto. 

In elk geval staat er geen enkele @Greenwheels 

@Eemsdelta heeft nog wel stappen te zetten.","@Autodelen_info @gemeenteWveen @Greenwheels @DeelSlee There are 3 shared cars in Loppersum (2600 inhabitants).

There are no shared cars in Appingedam (11,000 inhabitants) and Delfzijl (15,000 inhabitants).

In any case, there isn't a single @Greenwheels

@Eemsdelta still has steps to take."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@peterverhaar Binnenkort alleen nog elektrische auto’s en daarna alleen nog deelauto’s. Je weet wat t plan is,@peterverhaar Soon only electric cars and then only shared cars. You know what the plan is
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@gerard1740 @gemeenteWveen @Greenwheels In Eemsdelta staan 3 deelauto's via @DeelSlee https://t.co/a10Fkieddq,@gerard1740 @gemeenteWveen @Greenwheels There are 3 shared cars in Eemsdelta via @DeelSlee https://t.co/a10Fkieddq
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Autodelen_info @gemeenteWveen Fijn voor @gemeenteWveen 👍

Toch vreemd dat @Greenwheels in Waddinxveen wel deelauto’s plaatst maar in Eemsdelta (met meer inwoners) dat niet doet. https://t.co/8UqHh8g1Ua","@Autodelen_info @gemeenteWveen Great for @gemeenteWveen 👍

It is strange that @Greenwheels places shared cars in Waddinxveen, but does not do so in Eemsdelta (with more inhabitants). https://t.co/8UqHh8g1Ua"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Drie deelauto's van Greenwheels erbij in @gemeenteWveen. Handig dat de mogelijkheden voor autodelen groeien in deze sterk groeiende gemeente.  https://t.co/U7iHBwJ3vk Naast Greenwheels ook deelauto's via Snappcar beschikbaar.,"Three shared cars from Greenwheels added in @gemeenteWveen. It is useful that the options for car sharing are growing in this rapidly growing municipality. https://t.co/U7iHBwJ3vk In addition to Greenwheels, shared cars are also available via Snappcar."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@suusonline Die bewoonde wereld wordt (WOIII) al snel een 'urban jungle'. Ik vind jouw lijstje goed doordacht, zou het aanvullen met iets om water mee te zuiveren. En goed afspreken wie dan de deelauto krijgt :-)","@suusonline That inhabited world (WWIII) quickly became an 'urban jungle'. I think your list is well thought out, I would supplement it with something to purify water. And agree carefully who will get the shared car :-)"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Binnenkort (na onderzoek waar ik bij betrokken ben) een breder beeld van deelmobiliteit maar hier alvast de eerste cijfers : 👉Autodelen 2023: aantal deelauto's stijgt met 23% tov 2022
https://t.co/a1ahrXqPAn","Soon (after research in which I am involved) a broader picture of shared mobility, but here are the first figures: 👉Car sharing 2023: number of shared cars will increase by 23% compared to 2022
https://t.co/a1ahrXqPAn"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Beste @gosharingoff nu ligt er 1 scooter in een sloot en 2 staat achter een boom. @schiedam_nl @Irado_Online @Schiedam24 #deelscooter #schiedam https://t.co/QszXBgd2XY,"Dear @gosharingoff, now there is 1 scooter in a ditch and 2 is behind a tree. @schiedam_nl @Irado_Online @Schiedam24 #sharescooter #schiedam https://t.co/QszXBgd2XY"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Prognose nieuwverkoop auto's lager dan het langjarig gemiddelde. Zorgen over tempo elektrificering wagenpark zijn bij deelauto's niet aan de orde: al 48% deelauto's is elektrisch https://t.co/dhKiNWR8f6,Forecast of new car sales lower than the long-term average. Concerns about the pace of electrification of the fleet are not an issue with shared cars: 48% of shared cars are already electric https://t.co/dhKiNWR8f6
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Giscampi @Stadgent @CambioAutodelen @MathiasDeClercq Tja Gino… ik heb zelf geen auto en een dienstwagen geweigerd. Als ik dan toch een auto nodig heb, dan neem ik inderdaad een deelauto. Gaat vlot en is goedkoper!","@Giscampi @Stadgent @CambioAutodelen @MathiasDeClercq Well Gino… I have not refused a car or a service car myself. If I do need a car, I will indeed take a shared car. Goes smoothly and is cheaper!"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@AshgateScott Ha dat word hem deelauto.  Wat goed he? GL..afgrijselijke partij.,"@AshgateScott Ha, that's going to be a shared car. How good, huh? GL..horrible party."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@liekcornelissen @DonArturito @jesseklaver @groenlinks Daaaaagggggg deelauto's.,@liekcornelissen @DonArturito @jesseklaver @groenlinks Daaaaagggggg shared cars.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Een 24-jarige vrouw is om het leven gekomen door een ongeval op de Blaak in het centrum van Rotterdam. Dat meldt de politie. Ze reed met een deelscooter tegen een bankje en kwam ten val.
https://t.co/sgIEtH6Wul","A 24-year-old woman died in an accident on the Blaak in the center of Rotterdam. The police report this. She crashed into a bench with a shared scooter and fell.
https://t.co/sgIEtH6Wul"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@suusonline @DHLNL Nee hoor, jij hebt vast in je deelauto rond gescheurd 😄","@suusonline @DHLNL No, you must have been tearing around in your shared car 😄"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Zondags uitje...

Toch net even anders dan een #deelauto 😉

🎨 Otto Eerelman https://t.co/KBbNg2pDnD","Sunday outing...

Just a bit different than a #sharecar 😉

🎨 Otto Eerelman https://t.co/KBbNg2pDnD"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@liekcornelissen @groenlinks @PvdA Deelauto's gaan het niet worden
Deel/huur fietsen en steps moeten nu al elke 5 maanden vervangen worden hoog slijtage, dus zal ook voor de auto's zijn.","@liekcornelissen @groenlinks @PvdA Shared cars are not going to happen
Share/rent bicycles and scooters now have to be replaced every 5 months due to high wear and tear, so this will also affect the cars."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Nog meer deelscooter ellende...,Even more shared scooter misery...
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,24-jarige scooterrijder overleeft botsing met bankje in Rotterdam niet https://t.co/TEYkSQdaTL https://t.co/KA1agWgGch,24-year-old scooter rider does not survive collision with bench in Rotterdam https://t.co/TEYkSQdaTL https://t.co/KA1agWgGch
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Weer een geslaagde avond georganiseerd door duurzaam Diepenveen! De enthousiaste groep bewoners organiseerde een avond vol waardevolle informatie over deelauto’s, isolatie, zonnepanelen en vooral over hoe je hiervoor subsidies en financiële regelingen kunt verkrijgen💰🌞 https://t.co/aHi7HDW8G9","Another successful evening organized by sustainable Diepenveen! The enthusiastic group of residents organized an evening full of valuable information about shared cars, insulation, solar panels and especially about how you can obtain subsidies and financial arrangements for this 💰🌞 https://t.co/aHi7HDW8G9"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@kasjarelle @DaveSinardet Hier … tegen 2 deelauto’s in Dworp stemmen en tegen het circulatieplan  dat het centrum van Lot veel aangenamer maakt…,@kasjarelle @DaveSinardet Here... vote against 2 shared cars in Dworp and against the circulation plan that makes the center of Lot much more pleasant...
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Een 24-jarige vrouw is om het leven gekomen nadat ze met een deelscooter tegen een bankje aanreed. Dat gebeurde op de Blaak in Rotterdam. De vrouw werd gereanimeerd en is met spoed naar het ziekenhuis overgebracht. Daar overleed ze aan haar verwondingen. https://t.co/x8x5JGryyc https://t.co/5WLa6lq3DV,A 24-year-old woman died after crashing into a bench with a shared scooter. That happened on the Blaak in Rotterdam. The woman was resuscitated and rushed to hospital. She died there from her injuries. https://t.co/x8x5JGryyc https://t.co/5WLa6lq3DV
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Prognose: BOVAG en RAI Vereniging verwachten 360.000 nieuwe personenauto’s in 2024 Mobiliteit autoverkoop... https://t.co/cHbdClEXIY,"Forecast: BOVAG and RAI Association expect 360,000 new passenger cars in 2024 Mobility car sales... https://t.co/cHbdClEXIY"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@crisie907 @Barbes_NL Er komt steeds meer deelauto's. Ook in (kleinere) dorpen. We zitten in een transitieperiode, waarin priveautomobiliteit duurder en moeilijker wordt en deelautomobiliteit toegankelijker. En inderdaad kan straks niet alles meer op de manier waarop je gewend was.
#klimaatverandering","@crisie907 @Barbes_NL There are more and more shared cars. Also in (smaller) villages. We are in a transition period, in which private car mobility is becoming more expensive and difficult and shared car mobility more accessible. And indeed, everything will no longer be possible in the way you were used to.
#climatechange"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@GrooteW @RoyGeers @RosmalensBelang @cdadenbosch Ik denk dat niemand tegen deelvervoer is, maar op deze manier raak je het draagvlak compleet kwijt. Wat een verloedering van onze mooie wijk. Zonde.","@GrooteW @RoyGeers @RosmalensBelang @cdadenbosch I don't think anyone is against shared transport, but this way you completely lose support. What a degradation of our beautiful neighborhood. Shame."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Hoe goed presteren bouwmaterialen na tien jaar? En hoe kom je tot echt duurzame mobiliteit met fiets, elek. wagens, deelauto's en openbaar vervoer? Met de steun van #SALKturbo @LimburgBe en #EFRO @vlaamseoverheid onderzoekt UHasselt het de komende jaren:
https://t.co/HYtKshx4tm","How well do building materials perform after ten years? And how do you achieve truly sustainable mobility with bicycle, electric. cars, shared cars and public transport? With the support of #SALKturbo @LimburgBe and #EFRO @vlaamseoverheid, UHasselt will investigate this in the coming years:
https://t.co/HYtKshx4tm"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@JeroenMirck @gem_Beverwijk Ongevraagd advies: neem in de voorlichting ook informatie mee over mogelijkheden voor gebruik deelauto's als alternatief voor individueel autobezit. Aanvraag parkeervergunning is een natuurlijk moment om bewuste afweging te maken. Drie aanbieders in Beverwijk om uit te kiezen.,@JeroenMirck @gem_Beverwijk Unsolicited advice: also include information in the information about options for using shared cars as an alternative to individual car ownership. Applying for a parking permit is a natural moment to make a conscious decision. Three providers in Beverwijk to choose from.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Bij nieuwbouw met afspraken over parkeren op eigen terrein is het belangrijk om in omliggende gebied parkeren te reguleren, ook voor bewoners. In Beverwijk zijn deelauto's beschikbaar via @my_wheels @Greenwheels en @SnappCar","In new construction with agreements about parking on site, it is important to regulate parking in the surrounding area, also for residents. Shared cars are available in Beverwijk via @my_wheels @Greenwheels and @SnappCar"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Wat heeft de gemeenteraad precies besloten? Lees hier alles over het nieuwe parkeerbeleid van #Beverwijk 
https://t.co/JPGZSxIndh","What exactly has the city council decided? Read all about #Beverwijk's new parking policy here
https://t.co/JPGZSxIndh"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Project deelauto’s verloopt moeizaam https://t.co/72kIOviV9u,Car sharing project is proving difficult https://t.co/72kIOviV9u
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@hereforfun_be Was een deelfiets,@hereforfun_be Was a shared bike
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Hoe faciliteer je als gemeente de komst van elektrische deelauto’s? Vanaf 30 oktober vind je alle informatie in een nieuwe handreiking op de website van NKL. Bekijk de pagina over elektrische deelauto's: https://t.co/PRwVyoYN9P,"How do you, as a municipality, facilitate the arrival of electric shared cars? From October 30, you will find all information in a new guide on the NKL website. View the page about electric car sharing: https://t.co/PRwVyoYN9P"
